page	ayah	ar	en	bn	surah	root
560	5	وَأَبۡكَارٗا	and virgins	ও কুমারী	66	بكر
560	6	يَٰٓأَيُّهَا	O	ওহে	66	ايي
560	6	ٱلَّذِينَ	(you) who	যারা	66	اللذ
560	6	ءَامَنُواْ	believe!	ঈমান এনেছ	66	امن
560	6	قُوٓاْ	Protect	তোমরা রক্ষা কর	66	وقي
560	6	أَنفُسَكُمۡ	yourselves	তোমাদের নিজেদের	66	نفس
560	6	وَأَهۡلِيكُمۡ	and your families	ও তোমাদের পরিবারবর্গকে	66	اهل
560	6	نَارٗا	(from) a Fire	আগুন (থেকে)	66	نور
560	6	وَقُودُهَا	whose fuel	যার ইন্ধন	66	وقد
560	6	ٱلنَّاسُ	(is) people	মানুষ	66	نوس
560	6	وَٱلۡحِجَارَةُ	and stones	ও পাথর	66	حجر
560	6	عَلَيۡهَا	over it	তার উপর	66	علي
560	6	مَلَٰٓئِكَةٌ	(are) Angels	ফেরেশতারা	66	ملك
560	6	غِلَاظٞ	stern	নির্দয়	66	غلظ
560	6	شِدَادٞ	severe	কঠোর	66	شدد
560	6	لَّا	not	না	66	لا
560	6	يَعۡصُونَ	they disobey	তারা অমান্য করে	66	عصي
560	6	ٱللَّهَ	Allah	আল্লাহকে	66	اله
560	6	مَآ	(in) what	যা	66	ما
560	6	أَمَرَهُمۡ	He Commands them	তাদের নির্দেশ দেন তিনি	66	امر
560	6	وَيَفۡعَلُونَ	but they do	এবং তারা করে	66	فعل
560	6	مَا	what	যা	66	ما
560	6	يُؤۡمَرُونَ	they are commanded	তাদের নির্দেশ দেয়া হয়	66	امر
560	7	يَٰٓأَيُّهَا	O	"""ওহে"	66	ايي
560	7	ٱلَّذِينَ	(you) who	"""যারা"	66	اللذ
560	7	كَفَرُواْ	disbelieve!	"""কুফরী করেছ"	66	كفر
560	7	لَا	(Do) not	না	66	لا
560	7	تَعۡتَذِرُواْ	make excuses	তোমরা ওজর পেশ করো	66	عذر
560	7	ٱلۡيَوۡمَۖ	today	আজ	66	يوم
560	7	إِنَّمَا	Only	প্রকৃতপক্ষে	66	اننم
560	7	تُجۡزَوۡنَ	you will be recompensed	তোমাদের প্রতিফল দেয়া হবে	66	جزي
560	7	مَا	(for) what	যা	66	ما
560	7	كُنتُمۡ	you used to	তোমরা	66	كون
560	7	تَعۡمَلُونَ	do	"তোমরা কাজ করতেছিলে"""	66	عمل
561	8	يَٰٓأَيُّهَا	O	ওহে	66	ايي
561	8	ٱلَّذِينَ	(you) who believe	যারা	66	اللذ
561	8	ءَامَنُواْ	believe!	ঈমান এনেছ	66	امن
561	8	تُوبُوٓاْ	Turn	তোমরা তওবা কর	66	توب
561	8	إِلَى	to	নিকট	66	الي
561	8	ٱللَّهِ	Allah	আল্লাহর	66	اله
561	8	تَوۡبَةٗ	(in) repentance	তওবা	66	توب
561	8	نَّصُوحًا	sincere!	খালেস	66	نصح
561	8	عَسَىٰ	Perhaps	সম্ভবতঃ	66	عسي
561	8	رَبُّكُمۡ	your Lord	তোমাদের রব	66	ربب
561	8	أَن	will	যে	66	ان
561	8	يُكَفِّرَ	remove	মোচন করবেন	66	كفر
561	8	عَنكُمۡ	from you	তোমাদের থেকে	66	عن
561	8	سَيِّـَٔاتِكُمۡ	your evil deeds	তোমাদের দোষগুলো	66	سوا
561	8	وَيُدۡخِلَكُمۡ	and admit you	এবং তোমাদের প্রবেশ করাবেন	66	دخل
561	8	جَنَّٰتٖ	(into) Gardens	জান্নাতে	66	جنن
561	8	تَجۡرِي	flow	প্রবাহিত হয়	66	جري
561	8	مِن	from	থেকে	66	من
561	8	تَحۡتِهَا	underneath it	তার পাদদেশ	66	تحت
561	8	ٱلۡأَنۡهَٰرُ	the rivers	ঝর্নাধারাসমূহ	66	نهر
561	8	يَوۡمَ	(on the) Day	সেদিন	66	يوم
561	8	لَا	not	না	66	لا
561	8	يُخۡزِي	will be disgraced	লাঞ্চিত করবেন	66	خزي
561	8	ٱللَّهُ	(by) Allah	আল্লাহ	66	اله
561	8	ٱلنَّبِيَّ	the Prophet	নবীকে	66	نبا
561	8	وَٱلَّذِينَ	and those who	ও যারা	66	اللذ
561	8	ءَامَنُواْ	believed	ঈমান এনেছে	66	امن
561	8	مَعَهُۥۖ	with him	তার সাথে	66	مع
561	8	نُورُهُمۡ	Their light	তাদের নূর	66	نور
561	8	يَسۡعَىٰ	will run	দৌড়াবে	66	سعي
561	8	بَيۡنَ	before	তাদের সামনে	66	بين
561	8	أَيۡدِيهِمۡ	their hands	তাদের সামনে	66	يدي
561	8	وَبِأَيۡمَٰنِهِمۡ	and on their right	ও তাদের ডানে	66	يمن
561	8	يَقُولُونَ	they will say	তারা বলবে	66	قول
561	8	رَبَّنَآ	Our Lord	"""হে আমাদের রব"	66	ربب
561	8	أَتۡمِمۡ	Perfect	পূর্ণ কর	66	تمم
561	8	لَنَا	for us	জন্যে আমাদের	66	ل
561	8	نُورَنَا	our light	আমাদের নূর	66	نور
561	8	وَٱغۡفِرۡ	and grant forgiveness	ও মাফ কর	66	غفر
561	8	لَنَآۖ	to us	আমাদেরকে	66	ل
561	8	إِنَّكَ	Indeed You	তুমি নিশ্চয়	66	انن
561	8	عَلَىٰ	(are) over	উপর	66	علي
561	8	كُلِّ	every	সব	66	كلل
561	8	شَيۡءٖ	thing	কিছুর	66	شيا
561	8	قَدِيرٞ	AllPowerful	"ক্ষমতাবান"""	66	قدر
561	9	يَٰٓأَيُّهَا	O	হে	66	ايي
561	9	ٱلنَّبِيُّ	Prophet!	নবী	66	نبا
561	9	جَٰهِدِ	Strive	জিহাদ কর	66	جهد
561	9	ٱلۡكُفَّارَ	(against) the disbelievers	কাফেরদের (বিরুদ্ধে)	66	كفر
561	9	وَٱلۡمُنَٰفِقِينَ	and the hypocrites	ও মুনাফিকদের	66	نفق
561	9	وَٱغۡلُظۡ	and be stern	এবং কঠোর হও	66	غلظ
561	9	عَلَيۡهِمۡۚ	with them	তাদের উপর	66	علي
561	9	وَمَأۡوَىٰهُمۡ	And their abode	এবং তাদের আশ্রয়স্থল	66	اوي
561	9	جَهَنَّمُۖ	(is) Hell	জাহান্নাম	66	جهنم
561	9	وَبِئۡسَ	and wretched is	ও কত নিকৃষ্ট	66	باس
561	9	ٱلۡمَصِيرُ	the destination	প্রত্যাবর্তনস্থল	66	صير
561	10	ضَرَبَ	Presents	পেশ করেন	66	ضرب
561	10	ٱللَّهُ	Allah	আল্লাহ	66	اله
561	10	مَثَلٗا	an example	দৃষ্টান্ত	66	مثل
561	10	لِّلَّذِينَ	for those who	যারা জন্যে (তাদের)	66	اللذ
561	10	كَفَرُواْ	disbelieved 	কুফরি করেছে	66	كفر
561	10	ٱمۡرَأَتَ	(the) wife	স্ত্রীর	66	مرا
561	10	نُوحٖ	(of) Nuh	নূহের	66	نوح
561	10	وَٱمۡرَأَتَ	(and the) wife	ও স্ত্রীর	66	مرا
561	10	لُوطٖۖ	(of) Lut	লূতের	66	لوط
561	10	كَانَتَا	They were	তারা দু'জনে ছিল	66	كون
561	10	تَحۡتَ	under	অধীন	66	تحت
561	10	عَبۡدَيۡنِ	two [slaves]	দুই বান্দার	66	عبد
561	10	مِنۡ	of	মধ্যে	66	من
561	10	عِبَادِنَا	Our slaves	আমাদের বান্দাদের	66	عبد
561	10	صَٰلِحَيۡنِ	righteous	দুই নেককার	66	صلح
561	10	فَخَانَتَاهُمَا	but they both betrayed them	অতঃপর খিয়ানত করেছিল উভয়ে তাদের দু'জনের	66	خون
561	10	فَلَمۡ	so not	নাই অতঃপর	66	لم
561	10	يُغۡنِيَا	they availed	কাজে আসে তারা দু'জন	66	غني
561	10	عَنۡهُمَا	both of them	তাদের (স্ত্রীদের) দু'জনের	66	عن
561	10	مِنَ	from	মুকাবেলায়	66	من
561	10	ٱللَّهِ	Allah	আল্লাহর	66	اله
561	10	شَيۡـٔٗا	(in) anything	কিছুই	66	شيا
561	10	وَقِيلَ	and it was said	ও বলা হল	66	قول
561	10	ٱدۡخُلَا	Enter	"""দু'জনে প্রবেশ কর"	66	دخل
561	10	ٱلنَّارَ	the Fire	আগুনে	66	نور
561	10	مَعَ	with	সাথে	66	مع
561	10	ٱلدَّٰخِلِينَ	those who enter	"প্রবেশকারীদের"""	66	دخل
561	11	وَضَرَبَ	And presents	এবং পেশ করেন	66	ضرب
561	11	ٱللَّهُ	Allah	আল্লাহ	66	اله
561	11	مَثَلٗا	an example	দৃষ্টান্ত	66	مثل
561	11	لِّلَّذِينَ	for those who	যারা (তাদের) জন্যে	66	اللذ
561	11	ءَامَنُواْ	believed 	ঈমান এনেছে	66	امن
561	11	ٱمۡرَأَتَ	(the) wife	স্ত্রীর	66	مرا
561	11	فِرۡعَوۡنَ	(of) Firaun	ফিরআউনের	66	فرع
561	11	إِذۡ	when	যখন	66	اذ
561	11	قَالَتۡ	she said	বলেছিল	66	قول
561	11	رَبِّ	My Lord!	"""হে আমার রব"	66	ربب
561	11	ٱبۡنِ	Build	বানাও	66	بنا
561	11	لِي	for me	আমার জন্যে	66	ل
561	11	عِندَكَ	near You	তোমার কাছে	66	عند
561	11	بَيۡتٗا	a house	ঘর	66	بيت
561	11	فِي	in	মধ্যে	66	في
561	11	ٱلۡجَنَّةِ	Paradise	জান্নাতের	66	جنن
561	11	وَنَجِّنِي	and save me	এবং আমাকে উদ্ধার কর	66	نجو
561	11	مِن	from	হতে	66	من
561	11	فِرۡعَوۡنَ	Firaun	ফিরআউন	66	فرع
561	11	وَعَمَلِهِۦ	and his deeds	ও তার কাজ	66	عمل
561	11	وَنَجِّنِي	and save me	এবং আমাকে উদ্ধার কর	66	نجو
561	11	مِنَ	from	হতে	66	من
561	11	ٱلۡقَوۡمِ	the people	লোকদের	66	قوم
561	11	ٱلظَّٰلِمِينَ	the wrongdoers	"যালিম"""	66	ظلم
561	12	وَمَرۡيَمَ	And Maryam	এবং মারয়াম	66	مريم
561	12	ٱبۡنَتَ	(the) daughter	কন্যা	66	بنو
561	12	عِمۡرَٰنَ	(of) Imran	ইমরানের	66	عمر
561	12	ٱلَّتِيٓ	who	যে	66	اللت
561	12	أَحۡصَنَتۡ	guarded	সংরক্ষণ করেছিল	66	حصن
561	12	فَرۡجَهَا	her chastity	তার লজ্জাস্থান	66	فرج
561	12	فَنَفَخۡنَا	so We breathed	অতঃপর আমরা ফুঁকে দেই	66	نفخ
561	12	فِيهِ	into it	তার মধ্যে	66	في
561	12	مِن	of	থেকে	66	من
561	12	رُّوحِنَا	Our Spirit	আমাদের রুহ	66	روح
561	12	وَصَدَّقَتۡ	And she believed	এবং সে সত্যতা স্বীকার করেছিল	66	صدق
561	12	بِكَلِمَٰتِ	(in the) Words	বাক্যগুলোর	66	كلم
561	12	رَبِّهَا	(of) her Lord	তার রবের	66	ربب
561	12	وَكُتُبِهِۦ	and His Books	ও তাঁর কিতাবগুলোর	66	كتب
561	12	وَكَانَتۡ	and she was	এবং সে ছিল	66	كون
561	12	مِنَ	of	মধ্যে (একজন)	66	من
561	12	ٱلۡقَٰنِتِينَ	the devoutly obedient	অনুগতদের	66	قنت
562	1	تَبَٰرَكَ	Blessed is	বড় বরকতময়	67	برك
562	1	ٱلَّذِي	He	সেই(সত্তা)	67	اللذ
562	1	بِيَدِهِ	in Whose Hand	যার হাতে	67	يدي
562	1	ٱلۡمُلۡكُ	(is) the Dominion	কর্তৃত্ব	67	ملك
562	1	وَهُوَ	and He	এবং তিনিই	67	هو
562	1	عَلَىٰ	(is) over	উপর	67	علي
562	1	كُلِّ	every	সব	67	كلل
562	1	شَيۡءٖ	thing	কিছুর	67	شيا
562	1	قَدِيرٌ	AllPowerful	ক্ষমতাবান	67	قدر
562	2	ٱلَّذِي	The One Who	যিনি	67	اللذ
562	2	خَلَقَ	created	সৃষ্টি করেছেন	67	خلق
562	2	ٱلۡمَوۡتَ	death	মৃত্যু	67	موت
562	2	وَٱلۡحَيَوٰةَ	and life	এবং জীবন	67	حيي
562	2	لِيَبۡلُوَكُمۡ	that He may test you	তোমাদের পরীক্ষা করার জন্য	67	بلو
562	2	أَيُّكُمۡ	which of you	তোমাদের মধ্যে কে	67	ايي
562	2	أَحۡسَنُ	(is) best	সর্বোত্তম	67	حسن
562	2	عَمَلٗاۚ	(in) deed	আমলে	67	عمل
562	2	وَهُوَ	And He	এবং তিনিই	67	هو
562	2	ٱلۡعَزِيزُ	(is) the AllMighty	পরাক্রমশালী	67	عزز
562	2	ٱلۡغَفُورُ	the OftForgiving	ক্ষমাশীল	67	غفر
562	3	ٱلَّذِي	The One Who	তিনিই	67	اللذ
562	3	خَلَقَ	created	সৃষ্টি করেছেন	67	خلق
562	3	سَبۡعَ	seven	সাত	67	سبع
562	3	سَمَٰوَٰتٖ	heavens	আকাশ	67	سمو
562	3	طِبَاقٗاۖ	one above another	স্তরে স্তরে	67	طبق
562	3	مَّا	Not	না	67	ما
562	3	تَرَىٰ	you see	দেখতে পাবে	67	راي
562	3	فِي	in	মধ্যে	67	في
562	3	خَلۡقِ	(the) creation	সৃষ্টির	67	خلق
562	3	ٱلرَّحۡمَٰنِ	(of) the Most Gracious	দয়াবানের	67	رحم
562	3	مِن	any	কোন	67	من
562	3	تَفَٰوُتٖۖ	fault	অসঙ্গতি	67	فوت
562	3	فَٱرۡجِعِ	So return	অতএব ফিরাও	67	رجع
562	3	ٱلۡبَصَرَ	the vision	দৃষ্টিশক্তি	67	بصر
562	3	هَلۡ	can	কি	67	هل
562	3	تَرَىٰ	you see	দেখতে পাও	67	راي
562	3	مِن	any	কোন	67	من
562	3	فُطُورٖ	flaw?	ত্রুটি	67	فطر
562	4	ثُمَّ	Then	আবার	67	ثمم
562	4	ٱرۡجِعِ	return	ফিরাও	67	رجع
562	4	ٱلۡبَصَرَ	the vision	দৃষ্টি	67	بصر
562	4	كَرَّتَيۡنِ	twice (again)	বার বার	67	كرر
562	4	يَنقَلِبۡ	Will return	ফিরে আসবে	67	قلب
562	4	إِلَيۡكَ	to you	তোমার দিকে	67	الي
562	4	ٱلۡبَصَرُ	the vision	দৃষ্টি	67	بصر
562	4	خَاسِئٗا	humbled	ব্যর্থ হয়ে	67	خسا
562	4	وَهُوَ	while it	এবং তা (হবে)	67	هو
562	4	حَسِيرٞ	(is) fatigued	ক্লান্তশ্রান্ত	67	حسر
562	5	وَلَقَدۡ	And certainly	এবং নিশ্চয়	67	قد
562	5	زَيَّنَّا	We have beautified	আমরা সাজিয়েছি	67	زين
562	5	ٱلسَّمَآءَ	the heaven	আকাশকে	67	سمو
562	5	ٱلدُّنۡيَا	nearest	নিকটবর্তী	67	دنو
562	5	بِمَصَٰبِيحَ	with lamps	প্রদীপরাশি দিয়ে	67	صبح
562	5	وَجَعَلۡنَٰهَا	and We have made them	এবং তা আমরা বানিয়েছি	67	جعل
562	5	رُجُومٗا	(as) missiles	নিক্ষেপ উপকরণ	67	رجم
562	5	لِّلشَّيَٰطِينِۖ	for the devils	শয়তানদের জন্য	67	شطن
562	5	وَأَعۡتَدۡنَا	and We have prepared	এবং আমরা প্রস্তুত করে রেখেছি	67	عتد
562	5	لَهُمۡ	for them	তাদের জন্যে	67	ل
562	5	عَذَابَ	punishment	শাস্তি	67	عذب
562	5	ٱلسَّعِيرِ	(of) the Blaze	প্রজ্জ্বলিত আগুনের	67	سعر
562	6	وَلِلَّذِينَ	And for those who	এবং যারা জন্যে	67	اللذ
562	6	كَفَرُواْ	disbelieved	অস্বীকার করেছে	67	كفر
562	6	بِرَبِّهِمۡ	in their Lord	তাদের রবকে	67	ربب
562	6	عَذَابُ	(is the) punishment	শাস্তি	67	عذب
562	6	جَهَنَّمَۖ	(of) Hell	জাহান্নামের	67	جهنم
562	6	وَبِئۡسَ	and wretched is	এবং অত্যন্ত খারাপ	67	باس
562	6	ٱلۡمَصِيرُ	the destination	প্রত্যাবর্তন স্থল	67	صير
562	7	إِذَآ	When	যখন	67	اذا
562	7	أُلۡقُواْ	they are thrown	নিক্ষিপ্ত হবে	67	لقي
562	7	فِيهَا	therein	তার মধ্যে	67	في
562	7	سَمِعُواْ	they will hear	তারা শুনবে	67	سمع
562	7	لَهَا	from it	তার জন্য	67	ل
562	7	شَهِيقٗا	an inhaling	বিকট শব্দ	67	شهق
562	7	وَهِيَ	while it	এবং তা	67	هي
562	7	تَفُورُ	boils up	উদ্বেলিত হবে	67	فور
562	8	تَكَادُ	It almost	উপক্রম হবে	67	كود
562	8	تَمَيَّزُ	bursts	ফেটে পড়ার	67	ميز
562	8	مِنَ	from	মধ্য হতে	67	من
562	8	ٱلۡغَيۡظِۖ	rage	রোষে	67	غيظ
562	8	كُلَّمَآ	Every time	যখনই	67	كلل
562	8	أُلۡقِيَ	is thrown	নিক্ষিপ্ত হবে	67	لقي
562	8	فِيهَا	therein	তার মধ্যে	67	في
562	8	فَوۡجٞ	a group	কোন দল	67	فوج
562	8	سَأَلَهُمۡ	(will) ask them	জিজ্ঞেস তাদের করবে	67	سال
562	8	خَزَنَتُهَآ	its keepers	তার রক্ষীরা	67	خزن
562	8	أَلَمۡ	Did not	"""নাই কি"	67	لم
562	8	يَأۡتِكُمۡ	come to you	তোমাদের কাছে আসে	67	اتي
562	8	نَذِيرٞ	a warner?	"সতর্ককারী"""	67	نذر
562	9	قَالُواْ	They will say	তারা বলবে	67	قول
562	9	بَلَىٰ	Yes	"""হ্যাঁ"	67	بلي
562	9	قَدۡ	indeed	অবশ্যই	67	قد
562	9	جَآءَنَا	came to us	এসেছিল আমাদের (কাছে)	67	جيا
562	9	نَذِيرٞ	a warner	সতর্ককারী	67	نذر
562	9	فَكَذَّبۡنَا	but we denied	তবে আমরা মিথ্যারোপ করেছিলাম	67	كذب
562	9	وَقُلۡنَا	and we said	এবং আমরা বলে ছিলাম	67	قول
562	9	مَا	Not	"""নাই"	67	ما
562	9	نَزَّلَ	has sent down	নাযিল করেন	67	نزل
562	9	ٱللَّهُ	Allah	আল্লাহ্‌	67	اله
562	9	مِن	any	কোন	67	من
562	9	شَيۡءٍ	thing	কিছু	67	شيا
562	9	إِنۡ	Not	নও	67	ان
562	9	أَنتُمۡ	you (are)	তোমরা	67	انتم
562	9	إِلَّا	but	এছাড়া	67	اللا
562	9	فِي	in	মধ্যে	67	في
562	9	ضَلَٰلٖ	error	গুমরাহীর	67	ضلل
562	9	كَبِيرٖ	great	"বড়"""	67	كبر
562	10	وَقَالُواْ	And they will say	এবং তারা বলবে	67	قول
562	10	لَوۡ	If	"""'যদি"	67	لو
562	10	كُنَّا	we had	আমরা	67	كون
562	10	نَسۡمَعُ	listened	শুনতাম	67	سمع
562	10	أَوۡ	or	অথবা	67	او
562	10	نَعۡقِلُ	reasoned	আমরা বিবেচনা করতাম	67	عقل
562	10	مَا	not	না	67	ما
562	10	كُنَّا	we (would) have been	আমরা হতাম	67	كون
562	10	فِيٓ	among	মধ্যে	67	في
562	10	أَصۡحَٰبِ	(the) companions	অধিবাসীদের	67	صحب
562	10	ٱلسَّعِيرِ	(of) the Blaze	"প্রজ্বলিত আগুনের"""	67	سعر
562	11	فَٱعۡتَرَفُواْ	Then they (will) confess	এভাবে তারা স্বীকার করবে	67	عرف
562	11	بِذَنۢبِهِمۡ	their sins	তাদের অপরাধকে	67	ذنب
562	11	فَسُحۡقٗا	so away with	অভিশাপ অতএব	67	سحق
562	11	لِّأَصۡحَٰبِ	(the) companions	অধিবাসীদের জন্য	67	صحب
562	11	ٱلسَّعِيرِ	(of) the Blaze	প্রজ্বলিত আগুনের	67	سعر
562	12	إِنَّ	Indeed	নিশ্চয়	67	انن
562	12	ٱلَّذِينَ	those who	যারা	67	اللذ
562	12	يَخۡشَوۡنَ	fear	ভয় করে	67	خشي
562	12	رَبَّهُم	their Lord	তাদের রবকে	67	ربب
562	12	بِٱلۡغَيۡبِ	unseen	অদেখা অবস্থায়	67	غيب
562	12	لَهُم	for them	তাদের জন্য	67	ل
562	12	مَّغۡفِرَةٞ	(is) forgiveness	ক্ষমা	67	غفر
562	12	وَأَجۡرٞ	and a reward	এবং প্রতিদান	67	اجر
562	12	كَبِيرٞ	great	বড়	67	كبر
563	13	وَأَسِرُّواْ	And conceal	এবং তোমরা গোপন কর	67	سرر
563	13	قَوۡلَكُمۡ	your speech	তোমাদের কথা	67	قول
563	13	أَوِ	or	অথবা	67	او
563	13	ٱجۡهَرُواْ	proclaim	প্রকাশ কর	67	جهر
563	13	بِهِۦٓۖ	it	তাকে	67	ب
563	13	إِنَّهُۥ	Indeed He	তিনি নিশ্চয়ই	67	انن
563	13	عَلِيمُۢ	(is the) AllKnower	খুব জ্ঞাত	67	علم
563	13	بِذَاتِ	of what (is in)	অবস্থা সম্পর্কে	67	ذو
563	13	ٱلصُّدُورِ	the breasts	অন্তরগুলোর	67	صدر
563	14	أَلَا	Does not	না কি	67	لا
563	14	يَعۡلَمُ	know	তিনি জানেন	67	علم
563	14	مَنۡ	(the One) Who	যিনি	67	من
563	14	خَلَقَ	created?	সৃষ্টি করেছেন	67	خلق
563	14	وَهُوَ	And He	অথচ তিনি	67	هو
563	14	ٱللَّطِيفُ	(is) the Subtle	সূক্ষ্মদর্শী	67	لطف
563	14	ٱلۡخَبِيرُ	the AllAware	খুব অবগত	67	خبر
563	15	هُوَ	He	তিনিই	67	هو
563	15	ٱلَّذِي	(is) the One Who	যিনি	67	اللذ
563	15	جَعَلَ	made	বানিয়েছেন	67	جعل
563	15	لَكُمُ	for you	তোমাদের জন্য	67	ل
563	15	ٱلۡأَرۡضَ	the earth	ভূতলকে	67	ارض
563	15	ذَلُولٗا	subservient	অধীন	67	ذلل
563	15	فَٱمۡشُواْ	so walk	তোমরা অতঃপর চল	67	مشي
563	15	فِي	in	উপর	67	في
563	15	مَنَاكِبِهَا	(the) paths thereof	তার বক্ষের	67	نكب
563	15	وَكُلُواْ	and eat	এবং তোমরা খাও	67	اكل
563	15	مِن	of	হতে	67	من
563	15	رِّزۡقِهِۦۖ	His provision	তার রিযক	67	رزق
563	15	وَإِلَيۡهِ	and to Him	এবং তাঁরই দিকে	67	الي
563	15	ٱلنُّشُورُ	(is) the Resurrection	পুনরুত্থান	67	نشر
563	16	ءَأَمِنتُم	Do you feel secure	তোমরা নিরাপদ কি হয়েছ	67	امن
563	16	مَّن	(from Him) Who	(তাঁর থেকে) যিনি	67	من
563	16	فِي	(is) in	আছেন	67	في
563	16	ٱلسَّمَآءِ	the heaven	আসমানে	67	سمو
563	16	أَن	not	যে	67	ان
563	16	يَخۡسِفَ	He will cause to swallow	ধসিয়ে দেবেন	67	خسف
563	16	بِكُمُ	you	তোমাদের সহ	67	ب
563	16	ٱلۡأَرۡضَ	the earth	মাটিকে	67	ارض
563	16	فَإِذَا	when	অতঃপর	67	اذا
563	16	هِيَ	it	তা	67	هي
563	16	تَمُورُ	sways?	কাঁপবে	67	مور
563	17	أَمۡ	Or	অথবা	67	ام
563	17	أَمِنتُم	do you feel secure	তোমরা নির্ভয় হয়েছ	67	امن
563	17	مَّن	(from Him) Who	(তাঁর থেকে) যিনি	67	من
563	17	فِي	(is) in	আছেন	67	في
563	17	ٱلسَّمَآءِ	the heaven	আসমানে	67	سمو
563	17	أَن	that	যে	67	ان
563	17	يُرۡسِلَ	He will send	পাঠাবেন	67	رسل
563	17	عَلَيۡكُمۡ	against you	তোমাদের উপর	67	علي
563	17	حَاصِبٗاۖ	a storm of stones?	কঙ্করবর্ষী ঝঞ্ঝা	67	حصب
563	17	فَسَتَعۡلَمُونَ	Then you would know	তোমরা জানবে তখন	67	علم
563	17	كَيۡفَ	how	কেমন	67	كيف
563	17	نَذِيرِ	(was) My warning?	আমার সতর্কীকরণ	67	نذر
563	18	وَلَقَدۡ	And indeed	এবং করে ছিল নিশ্চয়	67	قد
563	18	كَذَّبَ	denied	মিথ্যারোপ	67	كذب
563	18	ٱلَّذِينَ	those	যারা	67	اللذ
563	18	مِن	from	(ছিল)	67	من
563	18	قَبۡلِهِمۡ	before them	তাদের পূর্বে	67	قبل
563	18	فَكَيۡفَ	and how	কেমন ফলে	67	كيف
563	18	كَانَ	was	ছিল	67	كون
563	18	نَكِيرِ	My rejection	আমার পাক্‌ড়াও	67	نكر
563	19	أَوَلَمۡ	Do not	কি নাই	67	لم
563	19	يَرَوۡاْ	they see	তারা দেখে	67	راي
563	19	إِلَى	[to]	প্রতি	67	اللا
563	19	ٱلطَّيۡرِ	the birds	পাখিগুলির	67	طير
563	19	فَوۡقَهُمۡ	above them	তাদের উপরে	67	فوق
563	19	صَٰٓفَّٰتٖ	spreading (their wings)	পাখা বিস্তার করে	67	صفف
563	19	وَيَقۡبِضۡنَۚ	and folding?	ও গুটিয়ে নেয়	67	قبض
563	19	مَا	Not	না	67	ما
563	19	يُمۡسِكُهُنَّ	holds them	তাদের ধরে ধরে (অন্য কেউ)	67	مسك
563	19	إِلَّا	except	ছাড়া	67	اللا
563	19	ٱلرَّحۡمَٰنُۚ	the Most Gracious	দয়াবান	67	رحم
563	19	إِنَّهُۥ	Indeed He	তিনি নিশ্চয়	67	انن
563	19	بِكُلِّ	(is) of every	সব উপর	67	كلل
563	19	شَيۡءِۭ	thing	কিছুর	67	شيا
563	19	بَصِيرٌ	AllSeer	দৃষ্টিবান	67	بصر
563	20	أَمَّنۡ	Who is	অথবা কোন	67	من
563	20	هَٰذَا	this	এমন	67	هاذ
563	20	ٱلَّذِي	the one	যা	67	اللذ
563	20	هُوَ	he	সেই	67	هو
563	20	جُندٞ	(is) an army	সৈন্যবাহিনী	67	جند
563	20	لَّكُمۡ	for you	তোমাদের জন্য আছে	67	ل
563	20	يَنصُرُكُم	to help you	তোমাদের সাহায্য করবে	67	نصر
563	20	مِّن	from	থেকে	67	من
563	20	دُونِ	besides	ছাড়া	67	دون
563	20	ٱلرَّحۡمَٰنِۚ	the Most Gracious?	রহমান	67	رحم
563	20	إِنِ	Not	নয়	67	ان
563	20	ٱلۡكَٰفِرُونَ	(are) the disbelievers	আমান্যকারীরা	67	كفر
563	20	إِلَّا	but	এ ছাড়া	67	اللا
563	20	فِي	in	মধ্যে	67	في
563	20	غُرُورٍ	delusion	ধোঁকার	67	غرر
563	21	أَمَّنۡ	Who is	কে অথবা আছে	67	من
563	21	هَٰذَا	this	এমন	67	هاذ
563	21	ٱلَّذِي	the one	যে	67	اللذ
563	21	يَرۡزُقُكُمۡ	to provide you	তোমাদের রিযক দেবে	67	رزق
563	21	إِنۡ	if	যদি	67	ان
563	21	أَمۡسَكَ	He withheld	তিনি বন্ধ করেন	67	مسك
563	21	رِزۡقَهُۥۚ	His provision	তার রিযক	67	رزق
563	21	بَل	Nay	বরং	67	بل
563	21	لَّجُّواْ	they persist	তারা অবিচল	67	لجج
563	21	فِي	in	মধ্যে	67	في
563	21	عُتُوّٖ	pride	খোদাদ্রোহিতার	67	عتو
563	21	وَنُفُورٍ	and aversion	এবং সত্য পরিহারে	67	نفر
563	22	أَفَمَن	Then is he who	যে অতএব কি	67	من
563	22	يَمۡشِي	walks	চলে	67	مشي
563	22	مُكِبًّا	fallen	অধঃগতি	67	كبب
563	22	عَلَىٰ	on	উপর	67	علي
563	22	وَجۡهِهِۦٓ	his face	তার মুখের	67	وجه
563	22	أَهۡدَىٰٓ	better guided	অধিক সত্য পথপ্রাপ্ত	67	هدي
563	22	أَمَّن	or (he) who	যে অথবা	67	من
563	22	يَمۡشِي	walks	চলে	67	مشي
563	22	سَوِيًّا	upright	সোজাসুজি	67	سوي
563	22	عَلَىٰ	on	উপর	67	علي
563	22	صِرَٰطٖ	(the) Path	পথের	67	صرط
563	22	مُّسۡتَقِيمٖ	Straight?	সরল	67	قوم
563	23	قُلۡ	Say	বল	67	قول
563	23	هُوَ	He	"""তিনিই"	67	هو
